,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
1890,1891,15,1,15,1,-0.92,3,-0.92,3,-2.82,2,-2.82,2
1891,1892,20,3,20,3,0.09,8,0.09,8,-0.74,9,-0.74,9
1892,1893,15,1,15,1,0.19,8,0.25,8,-1.98,4,-1.98,4
1893,1894,16,2,22,5,-1.07,2,-1.04,2,-2.42,3,-2.14,4
1894,1895,23,5,23,5,1.34,10,1.34,10,-0.66,9,-0.66,9
1895,1896,15,1,18,3,-1.63,1,-1.49,1,-3.31,1,-3.31,1
1896,1897,19,3,19,3,-0.08,7,-0.08,7,-1.16,8,-1.16,8
1897,1898,14,1,14,1,-0.87,4,-0.87,4,-1.73,6,-1.73,6
1898,1899,13,1,13,1,-1.79,1,-1.79,1,-3.17,1,-3.17,1
1899,1900,18,3,19,3,-0.4,5,-0.36,5,-2.78,2,-2.63,2
1900,1901,13,1,15,1,-1.71,1,-1.19,3,-3.35,1,-3.31,1
1901,1902,26,7,26,7,0.08,8,0.08,8,-2.38,3,-2.38,3
1902,1903,20,3,20,3,-1.27,2,-1.27,2,-3.2,1,-3.2,1
1903,1904,14,1,14,1,-0.69,4,-0.69,4,-2.5,3,-2.5,3
1904,1905,11,1,11,1,-1.39,1,-1.39,1,-2.65,2,-2.65,2
1905,1906,17,2,17,2,-0.7,4,-0.7,4,-2.29,3,-2.29,3
1906,1907,20,3,20,3,-0.84,3,-0.84,3,-1.94,5,-1.94,5
1907,1908,24,6,24,6,0.76,10,0.76,10,-0.67,9,-0.67,9
1908,1909,16,2,16,2,-1.05,2,-1.05,2,-2.64,2,-2.64,2
1909,1910,13,1,13,1,-1.7,1,-1.7,1,-3.57,1,-3.57,1
1910,1911,23,5,23,5,-0.31,6,-0.31,6,-2.24,3,-2.24,3
1912,1913,13,1,13,1,-0.66,4,-0.66,4,-1.54,6,-1.54,6
1913,1914,15,1,15,1,-0.32,5,-0.32,5,-1.4,7,-1.4,7
1914,1915,20,3,20,3,0.16,8,0.16,8,-2.34,3,-2.34,3
1915,1916,18,3,18,3,-1.33,2,-1.33,2,-2.74,2,-2.74,2
1916,1917,26,7,26,7,-1.0,3,-1.0,3,-2.74,2,-2.74,2
1917,1918,14,1,14,1,-1.97,1,-1.97,1,-3.59,1,-3.59,1
1918,1919,11,1,11,1,-1.75,1,-1.75,1,-2.77,2,-2.77,2
1919,1920,29,8,29,8,0.46,9,0.46,9,-1.27,7,-1.27,7
1920,1921,18,3,25,7,-1.29,3,-0.57,6,-3.32,1,-3.05,1
1921,1922,13,1,13,1,-0.97,3,-0.97,3,-2.68,2,-2.68,2
1922,1923,20,3,21,4,-0.28,6,0.28,8,-1.87,5,-1.42,7
1923,1924,17,2,17,2,1.06,10,1.06,10,-0.34,10,-0.34,10
1924,1925,15,1,15,1,-2.13,1,-2.13,1,-3.61,1,-3.61,1
1925,1926,14,1,14,1,-1.59,2,-1.59,2,-2.88,2,-2.88,2
1926,1927,16,2,16,2,-0.91,3,-0.85,3,-2.24,3,-2.1,4
1927,1928,22,5,22,5,0.59,9,0.59,9,-1.2,8,-1.2,8
1928,1929,18,3,18,3,-0.33,5,-0.33,5,-1.84,5,-1.84,5
1929,1930,16,2,16,2,-1.05,3,-1.05,3,-3.74,1,-3.74,1
1930,1931,13,1,13,1,-2.0,1,-2.0,1,-3.49,1,-3.49,1
1931,1932,12,1,12,1,-1.98,1,-1.98,1,-3.45,1,-3.45,1
1932,1933,20,3,20,3,-0.69,4,-0.69,4,-2.04,4,-2.04,4
1933,1934,11,1,11,1,-2.45,1,-2.45,1,-4.04,1,-4.04,1
1934,1935,16,2,16,2,-1.25,2,-1.25,2,-3.25,1,-3.25,1
1935,1936,15,1,15,1,0.01,7,0.01,7,-2.23,4,-2.23,4
1936,1937,13,1,13,1,-2.33,1,-2.33,1,-3.58,1,-3.58,1
1937,1938,27,8,27,8,-0.78,5,-0.78,5,-2.65,2,-2.65,2
1938,1939,12,1,12,1,-1.02,2,-1.02,2,-1.96,5,-1.96,5
1939,1940,15,1,15,1,-0.91,3,-0.91,3,-2.79,2,-2.79,2
1940,1941,17,2,17,2,-1.49,1,-1.49,1,-2.75,2,-2.75,2
1941,1942,13,1,13,1,-1.44,1,-1.44,1,-2.74,2,-2.74,2
1942,1943,13,1,13,1,-0.93,3,-0.93,3,-2.17,4,-2.17,4
1943,1944,31,9,31,9,0.55,9,0.55,9,-1.81,5,-1.81,5
1944,1945,15,1,15,1,-1.05,2,-1.05,2,-2.5,3,-2.5,3
1945,1946,13,1,13,1,-2.33,1,-2.33,1,-3.95,1,-3.95,1
1946,1947,18,3,18,3,-1.17,2,-1.17,2,-2.85,2,-2.85,2
1947,1948,18,3,18,3,-1.45,1,-1.45,1,-3.66,1,-3.66,1
1948,1949,24,6,24,6,-0.36,5,-0.36,5,-2.24,3,-2.24,3
1949,1950,17,2,17,2,0.02,7,0.02,7,-3.03,1,-3.03,1
1950,1951,15,1,15,1,-0.75,3,-0.75,3,-1.92,5,-1.92,5
1951,1952,15,1,15,1,-0.13,6,-0.13,6,-1.5,6,-1.5,6
1952,1953,16,2,16,2,-1.1,2,-1.1,2,-2.47,3,-2.47,3
1953,1954,15,1,15,1,-1.67,1,-1.67,1,-3.16,1,-3.16,1
1954,1955,26,7,26,7,-2.07,1,-2.07,1,-3.84,1,-3.84,1
1955,1956,11,1,11,1,-1.08,2,-1.08,2,-2.49,3,-2.49,3
1956,1957,14,1,14,1,-1.5,1,-1.5,1,-2.8,2,-2.8,2
1957,1958,16,2,18,2,1.2,10,1.2,10,-0.94,9,-0.94,9
1958,1959,15,1,15,1,1.13,10,1.13,10,-0.59,10,-0.59,10
1959,1960,15,1,15,1,-0.48,5,-0.48,5,-2.38,3,-2.38,3
1960,1961,16,2,16,2,0.28,8,0.28,8,-2.09,4,-2.09,4
1961,1962,21,4,21,4,-0.41,5,-0.41,5,-1.57,6,-1.57,6
1962,1963,11,1,11,1,-3.05,1,-3.05,1,-4.63,1,-4.63,1
1963,1964,15,1,15,1,0.96,10,0.96,10,-0.16,10,-0.16,10
1964,1965,27,8,27,8,0.36,9,0.36,9,-1.7,6,-1.7,6
1965,1966,13,1,13,1,-0.47,5,-0.47,5,-1.74,5,-1.74,5
1966,1967,13,1,20,4,-1.61,2,-1.55,2,-3.13,1,-3.08,1
1967,1968,16,2,16,2,-1.31,2,-1.31,2,-2.7,2,-2.7,2
1969,1970,12,1,12,1,-1.7,1,-1.7,1,-3.41,1,-3.41,1
1970,1971,26,7,26,7,-0.34,5,-0.34,5,-2.7,2,-2.7,2
1971,1972,27,7,27,7,-1.04,2,-1.04,2,-2.63,2,-2.63,2
1972,1973,13,1,13,1,-2.41,1,-2.41,1,-4.09,1,-4.09,1
1973,1974,16,2,16,2,-1.6,1,-1.6,1,-2.94,2,-2.94,2
1974,1975,13,1,13,1,-1.56,1,-1.56,1,-3.42,1,-3.42,1
1975,1976,14,1,14,1,-0.33,5,-0.33,5,-2.09,4,-2.09,4
1976,1977,22,5,22,5,-0.54,4,-0.54,4,-3.61,1,-3.61,1
1978,1979,17,2,17,2,-0.73,4,-0.73,4,-2.4,3,-2.4,3
1979,1980,21,4,21,4,-0.58,4,-0.58,4,-2.18,4,-2.18,4
1980,1981,18,3,18,3,-0.05,7,-0.05,7,-1.97,5,-1.97,5
1981,1982,13,1,13,1,-2.29,1,-2.29,1,-3.82,1,-3.82,1
1982,1983,16,2,16,2,-1.99,1,-1.99,1,-3.51,1,-3.51,1
1983,1984,14,1,14,1,-0.08,8,-0.08,8,-1.44,7,-1.44,7
1984,1985,17,2,17,2,-2.38,1,-2.38,1,-3.73,1,-3.73,1
1985,1986,23,6,23,6,-0.18,7,-0.18,7,-2.67,2,-2.67,2
1986,1987,20,3,20,3,-1.11,2,-1.11,2,-3.28,1,-3.28,1
1987,1988,13,1,13,1,-1.34,2,-1.34,2,-2.78,2,-2.78,2
1988,1989,27,7,27,7,-0.49,5,-0.49,5,-3.01,1,-3.01,1
1989,1990,14,1,14,1,-2.22,1,-2.22,1,-3.69,1,-3.69,1
1990,1991,25,6,25,6,0.34,9,0.34,9,-1.67,6,-1.67,6
1991,1992,16,2,16,2,-1.55,2,-1.55,2,-2.97,1,-2.97,1
1992,1993,27,7,27,7,-0.06,7,-0.06,7,-2.35,3,-2.35,3
1993,1994,24,6,24,6,0.65,10,0.65,10,-1.32,7,-1.32,7
1994,1995,25,6,25,6,-1.47,1,-1.47,1,-3.14,1,-3.14,1
1995,1996,13,1,13,1,-1.25,2,-1.25,2,-2.55,3,-2.55,3
1996,1997,34,10,34,10,-0.34,5,-0.34,5,-1.27,7,-1.27,7
1997,1998,27,7,27,7,-2.73,1,-2.73,1,-4.28,1,-4.28,1
1998,1999,13,1,13,1,-2.27,1,-2.27,1,-3.75,1,-3.75,1
1999,2000,16,2,16,2,-0.31,6,-0.31,6,-1.69,6,-1.69,6
2000,2001,13,1,13,1,-1.26,3,-1.26,3,-2.44,3,-2.44,3
2001,2002,18,3,18,3,-0.41,5,-0.41,5,-3.37,1,-3.37,1
2002,2003,11,1,11,1,-0.76,3,-0.76,3,-1.62,6,-1.62,6
2003,2004,23,5,23,5,-0.44,5,-0.44,5,-1.73,6,-1.73,6
2005,2006,14,1,14,1,0.25,8,0.25,8,-0.8,9,-0.8,9
2006,2007,23,5,23,5,-0.05,7,-0.05,7,-1.88,5,-1.88,5
2007,2008,25,6,25,6,-1.19,2,-1.19,2,-3.32,1,-3.32,1
2008,2009,14,1,14,1,-0.72,4,-0.72,4,-2.56,2,-2.56,2
2009,2010,13,1,13,1,-0.91,3,-0.91,3,-2.31,3,-2.31,3
2010,2011,15,1,15,1,-1.24,2,-1.24,2,-2.54,3,-2.54,3
2012,2013,16,2,16,2,-1.07,3,-1.07,3,-2.17,4,-2.17,4
2013,2014,21,4,21,4,-1.37,2,-1.37,2,-3.02,1,-3.02,1
2014,2015,12,1,12,1,-2.01,1,-2.01,1,-3.84,1,-3.84,1
2015,2016,13,1,13,1,-1.23,3,-1.23,3,-2.37,3,-2.37,3
2016,2017,21,4,21,4,-1.33,2,-1.33,2,-2.5,3,-2.5,3
2018,2019,13,1,13,1,0.19,8,0.19,8,-0.59,10,-0.59,10
2019,2020,16,2,20,3,-0.04,7,0.04,7,-1.43,7,-1.41,7
2020,2021,12,1,12,1,-2.38,1,-2.38,1,-3.54,1,-3.54,1
2022,2023,18,3,18,3,-0.02,7,-0.02,7,-1.57,6,-1.57,6
2023,2024,26,7,26,7,-0.72,5,-0.72,5,-2.7,2,-2.7,2
2025,2026,16,2,17,2,-1.14,2,-0.93,3,-2.74,2,-2.59,2
2026,2027,19,3,19,3,0.02,7,0.02,7,-2.52,3,-2.52,3
2027,2028,27,7,27,7,-0.37,5,-0.37,5,-3.21,1,-3.21,1
2028,2029,17,2,17,2,-0.88,3,-0.88,3,-3.37,1,-3.37,1
2029,2030,15,1,15,1,-0.78,5,-0.78,5,-2.36,3,-2.36,3
2031,2032,12,1,12,1,-0.24,6,-0.24,6,-1.2,8,-1.2,8
2033,2034,13,1,13,1,-1.23,2,-1.23,2,-3.08,1,-3.08,1
2034,2035,15,1,15,1,-0.66,4,-0.66,4,-2.26,3,-2.26,3
2035,2036,38,10,38,10,1.51,10,1.51,10,0.46,10,0.46,10
2036,2037,11,1,11,1,-1.13,2,-1.13,2,-2.39,3,-2.39,3
2037,2038,14,1,14,1,-0.95,3,-0.95,3,-2.75,2,-2.75,2
2038,2039,12,1,12,1,-0.47,6,-0.47,6,-1.84,5,-1.84,5
2039,2040,24,6,24,6,-0.68,4,-0.68,4,-3.22,1,-3.22,1
2041,2042,17,2,17,2,-1.81,1,-1.81,1,-3.82,1,-3.82,1
2042,2043,20,3,20,3,-2.32,1,-2.32,1,-3.91,1,-3.91,1
2043,2044,18,3,18,3,-1.35,2,-1.35,2,-2.55,3,-2.55,3
2044,2045,13,1,13,1,-1.22,3,-1.22,3,-2.12,4,-2.12,4
2046,2047,14,1,21,4,-0.71,4,-0.32,5,-2.31,3,-2.02,4
2047,2048,17,2,17,2,0.88,10,0.88,10,-0.73,9,-0.73,9
2049,2050,11,1,11,1,-0.88,4,-0.88,4,-2.32,3,-2.32,3
2050,2051,29,8,29,8,-0.01,7,-0.01,7,-2.05,4,-2.05,4
2051,2052,12,1,12,1,-2.11,1,-2.11,1,-3.49,1,-3.49,1
2052,2053,14,1,14,1,-0.01,7,-0.01,7,-1.72,6,-1.72,6
2053,2054,14,1,14,1,-1.31,2,-1.31,2,-2.17,4,-2.17,4
2054,2055,15,1,15,1,0.33,9,0.33,9,-0.81,9,-0.81,9
2055,2056,14,1,14,1,-0.61,4,-0.61,4,-2.2,4,-2.2,4
2056,2057,18,3,18,3,0.6,9,0.6,9,-1.35,7,-1.35,7
2057,2058,16,2,18,3,0.02,7,0.68,10,-1.56,6,-0.58,10
2058,2059,13,1,13,1,-1.81,1,-1.81,1,-3.26,1,-3.26,1
2059,2060,27,7,27,7,-0.51,5,-0.51,5,-2.58,2,-2.58,2
2060,2061,14,1,15,1,-1.23,2,-0.79,3,-2.65,2,-2.65,2
2061,2062,20,3,20,3,-0.56,4,-0.56,4,-3.6,1,-3.6,1
2062,2063,21,4,21,4,0.59,9,0.59,9,-1.12,8,-1.12,8
2063,2064,16,2,16,2,-0.21,6,-0.21,6,-2.97,1,-2.97,1
2064,2065,20,3,20,3,-1.22,2,-1.22,2,-2.89,2,-2.89,2
2065,2066,27,7,27,7,-0.68,4,-0.68,4,-2.76,2,-2.76,2
2067,2068,11,1,11,1,-1.13,2,-1.13,2,-2.18,4,-2.18,4
2068,2069,11,1,11,1,-0.77,3,-0.77,3,-1.79,5,-1.79,5
2069,2070,25,6,25,6,0.3,8,0.3,8,-1.78,5,-1.78,5
2070,2071,24,6,24,6,0.39,9,0.39,9,-1.88,5,-1.88,5
2071,2072,13,1,13,1,-1.87,1,-1.87,1,-3.95,1,-3.95,1
2072,2073,13,1,13,1,-1.96,1,-1.96,1,-3.42,1,-3.42,1
2073,2074,15,1,15,1,-2.83,1,-2.83,1,-4.42,1,-4.42,1
2074,2075,23,6,23,6,-0.4,6,-0.4,6,-1.98,4,-1.98,4
2075,2076,28,8,28,8,1.0,10,1.0,10,-1.41,7,-1.41,7
2076,2077,18,3,18,3,-0.05,7,-0.05,7,-2.31,3,-2.31,3
2077,2078,24,6,24,6,-0.58,4,-0.51,5,-2.67,2,-2.48,3
2078,2079,17,2,17,2,-1.23,2,-1.23,2,-2.94,2,-2.94,2
2079,2080,14,1,14,1,-0.91,3,-0.91,3,-2.24,3,-2.24,3
2080,2081,15,1,15,1,0.52,9,0.52,9,-1.46,7,-1.46,7
2081,2082,15,1,15,1,-0.47,5,-0.47,5,-2.28,3,-2.28,3
2082,2083,16,2,16,2,0.27,8,0.27,8,-0.86,9,-0.86,9
2083,2084,22,5,22,5,0.97,10,0.97,10,-1.2,8,-1.2,8
2085,2086,23,5,23,5,-1.73,1,-1.73,1,-3.54,1,-3.54,1
2086,2087,22,5,22,5,-0.14,6,0.14,8,-1.48,7,-1.32,7
2087,2088,18,3,18,3,0.18,8,0.18,8,-2.1,4,-2.1,4
2088,2089,18,3,18,3,-1.48,1,-1.48,1,-2.83,2,-2.83,2
2089,2090,13,1,13,1,-0.84,4,-0.84,4,-1.94,5,-1.94,5
2090,2091,28,8,28,8,0.5,9,0.5,9,-0.77,9,-0.77,9
2091,2092,16,2,16,2,-0.5,5,-0.5,5,-2.6,2,-2.6,2
2092,2093,15,1,15,1,-1.59,2,-1.59,2,-3.09,1,-3.09,1
2093,2094,20,3,20,3,-0.58,4,-0.58,4,-2.82,2,-2.82,2
2094,2095,14,1,14,1,-2.14,1,-2.14,1,-3.84,1,-3.84,1
2095,2096,21,4,21,4,-0.27,6,-0.27,6,-3.56,1,-3.56,1
2096,2097,21,4,21,4,-1.12,2,-1.12,2,-2.84,2,-2.84,2
2097,2098,11,1,11,1,-2.4,1,-2.4,1,-3.91,1,-3.91,1
2098,2099,16,2,16,2,-1.65,2,-1.65,2,-3.05,1,-3.05,1
2099,2100,18,3,18,3,-1.42,1,-1.42,1,-3.34,1,-3.34,1
2100,2101,15,1,15,1,-1.26,2,-1.26,2,-2.91,2,-2.91,2
2101,2102,17,2,17,2,-1.12,3,-1.12,3,-2.71,2,-2.71,2
2102,2103,13,1,15,1,-0.63,4,-0.52,4,-1.98,4,-1.95,5
2103,2104,32,9,32,9,-1.64,1,-1.64,1,-3.39,1,-3.39,1
2104,2105,19,3,19,3,-2.24,1,-2.24,1,-3.81,1,-3.81,1
2105,2106,22,5,22,5,-1.21,3,-1.21,3,-3.11,1,-3.11,1
2106,2107,13,1,14,1,-0.09,7,0.0,7,-1.94,5,-1.74,5
2107,2108,14,1,14,1,0.02,7,0.02,7,-1.5,6,-1.5,6
2108,2109,18,3,18,3,-0.36,5,-0.36,5,-1.98,4,-1.98,4
2109,2110,16,2,16,2,0.56,9,0.56,9,-0.55,10,-0.55,10
2110,2111,13,1,13,1,-1.25,2,-1.25,2,-2.55,3,-2.55,3
2111,2112,11,1,11,1,-2.57,1,-2.57,1,-4.17,1,-4.17,1
2112,2113,15,1,15,1,0.48,9,0.48,9,-1.28,7,-1.28,7
2113,2114,25,6,25,6,0.53,9,0.53,9,-0.91,9,-0.91,9
2114,2115,14,1,14,1,-1.53,1,-1.53,1,-3.29,1,-3.29,1
2115,2116,18,3,18,3,-0.38,5,-0.38,5,-2.28,3,-2.28,3
2116,2117,29,8,29,8,0.36,9,0.36,9,-2.25,3,-2.25,3
2117,2118,20,3,20,3,-0.82,3,-0.82,3,-3.39,1,-3.39,1
2118,2119,13,1,13,1,-1.16,2,-1.16,2,-2.87,2,-2.87,2
2119,2120,19,3,19,3,-2.77,1,-2.77,1,-4.21,1,-4.21,1
2120,2121,17,2,17,2,-0.9,4,-0.9,4,-2.42,3,-2.42,3
2121,2122,32,9,32,9,0.96,10,0.96,10,-1.74,5,-1.74,5
2122,2123,19,2,19,2,-0.13,6,-0.13,6,-1.96,5,-1.96,5
2123,2124,16,2,16,2,-2.11,1,-2.11,1,-3.58,1,-3.58,1
2124,2125,28,8,28,8,-0.79,3,-0.79,3,-2.89,2,-2.89,2
2125,2126,18,2,18,2,0.3,8,0.3,8,-1.82,5,-1.82,5
2126,2127,23,5,23,5,-0.09,7,-0.09,7,-2.42,3,-2.42,3
2127,2128,11,1,15,1,-0.83,3,0.07,7,-2.37,3,-2.01,4
2128,2129,13,1,13,1,-0.57,4,-0.57,4,-1.41,7,-1.41,7
2129,2130,20,3,20,3,-1.68,1,-1.68,1,-3.35,1,-3.35,1
2130,2131,18,3,18,3,0.19,8,0.19,8,-2.73,2,-2.73,2
2131,2132,13,1,14,1,-2.13,1,-1.99,1,-3.92,1,-3.89,1
2132,2133,12,1,12,1,-0.72,4,-0.72,4,-1.75,5,-1.75,5
2133,2134,16,1,16,1,0.48,9,0.48,9,-0.93,9,-0.93,9
2134,2135,11,1,11,1,-0.92,3,-0.92,3,-1.61,6,-1.61,6
2135,2136,16,2,16,2,-1.05,2,-1.05,2,-2.78,2,-2.78,2
2136,2137,19,3,19,3,0.67,10,0.67,10,-1.7,6,-1.7,6
2137,2138,33,9,33,9,0.73,10,0.73,10,-1.65,6,-1.65,6
2138,2139,11,1,11,1,-2.32,1,-2.32,1,-3.97,1,-3.97,1
2139,2140,15,1,15,1,-2.41,1,-2.41,1,-4.04,1,-4.04,1
2140,2141,16,2,16,2,-1.25,2,-1.25,2,-2.97,1,-2.97,1
2141,2142,13,1,13,1,0.5,9,0.5,9,-0.63,9,-0.63,9
2142,2143,19,3,19,3,-0.85,4,-0.85,4,-2.26,3,-2.26,3
2144,2145,13,1,13,1,0.34,9,0.34,9,-1.06,8,-1.06,8
2145,2146,16,2,17,2,0.82,10,0.84,10,-0.71,9,-0.66,9
2146,2147,15,1,15,1,-1.09,2,-1.09,2,-2.22,4,-2.22,4
2147,2148,29,9,29,9,0.58,10,0.58,10,-2.39,3,-2.39,3
2148,2149,13,1,13,1,-1.53,1,-1.53,1,-2.75,2,-2.75,2
2149,2150,20,3,21,4,0.12,8,0.58,9,-1.63,6,-1.15,8
2150,2151,18,3,18,3,-0.65,4,-0.65,4,-2.24,3,-2.24,3
2151,2152,14,1,14,1,-1.33,2,-1.33,2,-3.19,1,-3.19,1
2152,2153,22,5,22,5,0.1,8,0.1,8,-1.76,5,-1.76,5
2153,2154,14,1,14,1,-0.22,6,-0.22,6,-1.22,8,-1.22,8
2154,2155,34,10,34,10,-0.12,7,-0.12,7,-2.25,3,-2.25,3
2155,2156,21,4,21,4,-0.5,5,-0.5,5,-2.47,3,-2.47,3
2156,2157,13,1,13,1,-1.05,3,-1.05,3,-2.03,4,-2.03,4
2158,2159,11,1,11,1,-2.27,1,-2.27,1,-3.87,1,-3.87,1
2159,2160,20,3,20,3,-0.25,6,-0.25,6,-1.47,7,-1.47,7
2160,2161,13,1,13,1,-1.0,3,-1.0,3,-2.38,3,-2.38,3
2161,2162,19,3,19,3,-0.93,4,-0.93,4,-2.29,3,-2.29,3
2162,2163,13,1,13,1,-1.31,2,-1.31,2,-3.03,1,-3.03,1
2164,2165,15,1,17,2,-1.48,1,-1.45,1,-2.98,1,-2.98,1
2165,2166,20,4,20,4,0.01,8,0.01,8,-2.39,3,-2.39,3
2166,2167,27,7,27,7,-0.21,6,-0.21,6,-2.58,2,-2.58,2
2167,2168,17,2,17,2,-0.96,3,-0.96,3,-2.6,2,-2.6,2
2168,2169,13,1,13,1,-0.63,4,-0.63,4,-2.69,2,-2.69,2
2169,2170,12,1,12,1,0.16,8,0.16,8,-0.96,9,-0.96,9
2170,2171,15,1,15,1,-0.01,7,-0.01,7,-1.56,6,-1.56,6
2171,2172,22,5,22,5,-0.08,7,-0.08,7,-2.78,2,-2.78,2
2172,2173,18,3,18,3,-1.17,2,-1.17,2,-3.52,1,-3.52,1
2173,2174,21,4,21,4,-0.98,3,-0.98,3,-2.85,2,-2.85,2
2174,2175,13,1,13,1,-0.36,5,-0.36,5,-2.26,3,-2.26,3
2175,2176,23,5,23,5,-0.85,3,-0.85,3,-2.61,2,-2.61,2
2177,2178,16,2,19,3,-0.74,4,-0.47,5,-2.63,2,-2.63,2
2178,2179,14,1,14,1,-1.98,1,-1.98,1,-3.95,1,-3.95,1
2179,2180,13,1,13,1,-1.09,2,-1.09,2,-3.1,1,-3.1,1
2180,2181,28,8,28,8,0.37,9,0.37,9,-1.8,5,-1.8,5
2181,2182,13,1,13,1,-0.49,6,-0.49,6,-2.19,4,-2.19,4
2182,2183,18,3,18,3,-1.86,1,-1.86,1,-3.39,1,-3.39,1
2183,2184,14,1,14,1,-0.47,5,-0.47,5,-2.04,4,-2.04,4
2184,2185,20,3,20,3,-0.57,4,-0.57,4,-2.84,2,-2.84,2
2185,2186,16,2,16,2,-1.28,2,-1.28,2,-3.2,1,-3.2,1
2186,2187,23,5,23,5,-1.26,2,-1.26,2,-2.92,2,-2.92,2
2187,2188,11,1,24,6,-1.0,3,-0.65,4,-2.03,4,-1.82,5
2188,2189,13,1,13,1,-1.16,2,-1.16,2,-2.25,3,-2.25,3
2190,2191,19,3,19,3,-2.37,1,-2.37,1,-3.95,1,-3.95,1
2191,2192,13,1,13,1,-1.11,2,-1.11,2,-2.44,3,-2.44,3
2192,2193,12,1,12,1,-1.17,3,-1.17,3,-2.48,3,-2.48,3
2193,2194,14,1,14,1,-1.21,3,-1.21,3,-3.07,1,-3.07,1
2194,2195,14,1,14,1,-0.31,6,-0.31,6,-1.91,5,-1.91,5
2195,2196,15,1,15,1,-1.26,2,-1.26,2,-3.32,1,-3.32,1
2196,2197,23,5,23,5,0.6,9,0.6,9,-1.81,5,-1.81,5
2197,2198,15,1,15,1,-1.87,1,-1.87,1,-3.66,1,-3.66,1
2198,2199,16,2,16,2,-0.08,7,-0.08,7,-1.89,5,-1.89,5
2199,2200,11,1,11,1,-1.78,1,-1.78,1,-3.34,1,-3.34,1
2200,2201,13,1,13,1,-2.11,1,-2.11,1,-3.9,1,-3.9,1
2201,2202,27,7,27,7,-0.96,3,-0.96,3,-2.85,2,-2.85,2
2202,2203,12,1,12,1,-1.19,3,-1.19,3,-2.7,2,-2.7,2
2203,2204,14,1,14,1,-0.93,3,-0.93,3,-1.88,5,-1.88,5
2204,2205,14,1,14,1,-0.56,6,-0.56,6,-1.68,6,-1.68,6
2205,2206,20,3,20,3,0.03,7,0.03,7,-1.71,6,-1.71,6
2206,2207,37,10,37,10,-0.25,6,-0.25,6,-1.91,5,-1.91,5
2207,2208,21,4,21,4,0.02,7,0.02,7,-1.8,5,-1.8,5
2208,2209,19,3,19,3,-0.91,3,-0.91,3,-2.34,3,-2.34,3
2209,2210,14,1,14,1,-0.33,5,-0.33,5,-1.66,6,-1.66,6
2210,2211,16,2,16,2,-0.04,7,-0.04,7,-2.05,4,-2.05,4
2211,2212,13,1,13,1,-0.59,5,-0.59,5,-2.26,3,-2.26,3
2212,2213,16,2,16,2,-1.49,1,-1.49,1,-2.75,2,-2.75,2
2213,2214,18,3,18,3,-0.57,4,-0.57,4,-2.25,3,-2.25,3
2214,2215,12,1,12,1,-0.35,5,-0.35,5,-1.23,8,-1.23,8
2215,2216,15,1,15,1,-1.16,2,-1.16,2,-2.96,1,-2.96,1
2216,2217,16,2,16,2,-0.71,4,-0.71,4,-2.19,4,-2.19,4
2217,2218,11,1,11,1,-1.57,2,-1.57,2,-2.72,2,-2.72,2
2218,2219,13,1,13,1,-1.89,1,-1.89,1,-3.22,1,-3.22,1
2219,2220,22,5,22,5,-0.67,4,-0.59,4,-2.48,3,-2.41,3
2220,2221,14,1,14,1,-1.2,2,-1.2,2,-3.3,1,-3.3,1
2221,2222,16,2,16,2,-1.88,1,-1.88,1,-2.73,2,-2.73,2
2222,2223,26,7,26,7,-1.76,1,-1.76,1,-3.22,1,-3.22,1
2223,2224,11,1,11,1,-0.53,6,-0.53,6,-1.56,6,-1.56,6
2225,2226,16,2,16,2,-0.15,6,-0.15,6,-1.62,6,-1.62,6
2226,2227,19,3,19,3,-0.7,5,-0.7,5,-3.0,1,-3.0,1
2227,2228,11,1,11,1,-0.63,4,-0.63,4,-1.37,7,-1.37,7
2228,2229,11,1,11,1,-0.95,4,-0.95,4,-2.29,3,-2.29,3
2229,2230,22,5,22,5,-1.06,3,-1.06,3,-2.6,2,-2.6,2
2230,2231,15,1,15,1,0.61,9,0.61,9,-0.79,9,-0.79,9
2231,2232,18,3,18,3,-0.71,4,-0.71,4,-1.58,6,-1.58,6
2232,2233,16,2,17,2,0.29,8,0.69,10,-1.67,6,-1.6,6
2233,2234,19,3,19,3,-1.63,1,-1.63,1,-3.68,1,-3.68,1
2234,2235,28,8,28,8,-0.07,7,-0.07,7,-1.1,8,-1.1,8
2235,2236,13,1,13,1,-2.03,1,-2.03,1,-3.59,1,-3.59,1
2236,2237,15,1,15,1,-0.1,7,0.27,8,-2.11,4,-1.44,7
2237,2238,11,1,11,1,-0.99,3,-0.99,3,-2.27,3,-2.27,3
2238,2239,19,3,19,3,-0.19,7,-0.19,7,-2.26,3,-2.26,3
2239,2240,22,5,22,5,0.55,9,0.55,9,-1.44,7,-1.44,7
2240,2241,11,1,11,1,-1.88,1,-1.88,1,-3.47,1,-3.47,1
2241,2242,27,7,27,7,-0.15,6,-0.15,6,-1.94,5,-1.94,5
2242,2243,19,3,19,3,-1.26,2,-1.26,2,-3.06,1,-3.06,1
2243,2244,16,2,16,2,-0.48,6,-0.48,6,-2.22,4,-2.22,4
