Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2018,7-Austin,65 and Older,Other,Female,612,94,0.1536
2018,7-Austin,65 and Older,Other,Male,366,61,0.1667
2018,7-Austin,65 and Older,Other,Unknown,46,2,0.0435
2018,7-Austin,Under 18,African American,Female,1,0,0
2018,7-Austin,Under 18,African American,Male,1,0,0
2018,7-Austin,Under 18,Anglo,Male,1,0,0
2018,7-Austin,Under 18,Other,Unknown,1,0,0
2018,7-Austin,Unknown,African American,Female,1,1,1
2018,7-Austin,Unknown,Hispanic,Male,1,0,0
2018,7-Austin,Unknown,Other,Female,2,0,0
2018,8-San Antonio,18-64 with Disability,African American,Female,215,37,0.1721
2018,8-San Antonio,18-64 with Disability,African American,Male,184,14,0.0761
2018,8-San Antonio,18-64 with Disability,African American,Unknown,6,2,0.3333
2018,8-San Antonio,18-64 with Disability,Anglo,Female,756,111,0.1468
2018,8-San Antonio,18-64 with Disability,Anglo,Male,584,84,0.1438
2018,8-San Antonio,18-64 with Disability,Anglo,Unknown,17,7,0.4118
2018,8-San Antonio,18-64 with Disability,Asian,Female,12,2,0.1667
2018,8-San Antonio,18-64 with Disability,Asian,Male,9,0,0
2018,8-San Antonio,18-64 with Disability,Asian,Unknown,1,0,0
2018,8-San Antonio,18-64 with Disability,Hispanic,Female,875,110,0.1257
2018,8-San Antonio,18-64 with Disability,Hispanic,Male,788,101,0.1282
2018,8-San Antonio,18-64 with Disability,Hispanic,Unknown,20,1,0.05
2018,8-San Antonio,18-64 with Disability,Native American,Female,3,1,0.3333
2018,8-San Antonio,18-64 with Disability,Native American,Male,2,0,0
2018,8-San Antonio,18-64 with Disability,Other,Female,359,60,0.1671
2018,8-San Antonio,18-64 with Disability,Other,Male,279,43,0.1541
2018,8-San Antonio,18-64 with Disability,Other,Unknown,16,1,0.0625
2018,8-San Antonio,65 and Older,African American,Female,291,55,0.189
2018,8-San Antonio,65 and Older,African American,Male,196,37,0.1888
2018,8-San Antonio,65 and Older,African American,Unknown,8,6,0.75
2018,8-San Antonio,65 and Older,Anglo,Female,1714,277,0.1616
2018,8-San Antonio,65 and Older,Anglo,Male,1113,167,0.15
2018,8-San Antonio,65 and Older,Anglo,Unknown,49,12,0.2449
2018,8-San Antonio,65 and Older,Asian,Female,50,8,0.16
2018,8-San Antonio,65 and Older,Asian,Male,8,2,0.25
2018,8-San Antonio,65 and Older,Hispanic,Female,1733,238,0.1373
2018,8-San Antonio,65 and Older,Hispanic,Male,1096,129,0.1177
2018,8-San Antonio,65 and Older,Hispanic,Unknown,34,7,0.2059
2018,8-San Antonio,65 and Older,Native American,Female,3,2,0.6667
2018,8-San Antonio,65 and Older,Native American,Male,2,0,0
2018,8-San Antonio,65 and Older,Other,Female,721,111,0.154
2018,8-San Antonio,65 and Older,Other,Male,410,47,0.1146
2018,8-San Antonio,65 and Older,Other,Unknown,57,5,0.0877
2018,8-San Antonio,Under 18,Hispanic,Female,1,0,0
2018,8-San Antonio,Unknown,African American,Female,1,0,0
2018,8-San Antonio,Unknown,Anglo,Male,1,0,0
2018,8-San Antonio,Unknown,Hispanic,Female,1,0,0
2018,8-San Antonio,Unknown,Other,Female,3,1,0.3333
2018,9-Midland,18-64 with Disability,African American,Female,52,8,0.1538
2018,9-Midland,18-64 with Disability,African American,Male,47,6,0.1277
2018,9-Midland,18-64 with Disability,Anglo,Female,318,65,0.2044
2018,9-Midland,18-64 with Disability,Anglo,Male,224,34,0.1518
2018,9-Midland,18-64 with Disability,Anglo,Unknown,6,1,0.1667
2018,9-Midland,18-64 with Disability,Asian,Male,1,0,0
2018,9-Midland,18-64 with Disability,Hispanic,Female,189,36,0.1905
2018,9-Midland,18-64 with Disability,Hispanic,Male,168,23,0.1369
2018,9-Midland,18-64 with Disability,Hispanic,Unknown,5,1,0.2
2018,9-Midland,18-64 with Disability,Other,Female,114,24,0.2105
2018,9-Midland,18-64 with Disability,Other,Male,67,10,0.1493
2018,9-Midland,18-64 with Disability,Other,Unknown,4,0,0
2018,9-Midland,65 and Older,African American,Female,66,17,0.2576
2018,9-Midland,65 and Older,African American,Male,44,6,0.1364
2018,9-Midland,65 and Older,African American,Unknown,3,1,0.3333
2018,9-Midland,65 and Older,Anglo,Female,494,93,0.1883
2018,9-Midland,65 and Older,Anglo,Male,355,47,0.1324
2018,9-Midland,65 and Older,Anglo,Unknown,14,2,0.1429
2018,9-Midland,65 and Older,Asian,Female,4,1,0.25
2018,9-Midland,65 and Older,Asian,Male,1,0,0
2018,9-Midland,65 and Older,Hispanic,Female,270,39,0.1444
2018,9-Midland,65 and Older,Hispanic,Male,210,19,0.0905
2018,9-Midland,65 and Older,Hispanic,Unknown,2,1,0.5
2018,9-Midland,65 and Older,Native American,Male,1,0,0
2018,9-Midland,65 and Older,Other,Female,165,23,0.1394
2018,9-Midland,65 and Older,Other,Male,105,10,0.0952
2018,9-Midland,65 and Older,Other,Unknown,16,2,0.125
2018,9-Midland,Under 18,Hispanic,Male,1,0,0
2018,9-Midland,Unknown,Other,Female,1,1,1
2018,10-El Paso,18-64 with Disability,African American,Female,32,2,0.0625
2018,10-El Paso,18-64 with Disability,African American,Male,30,6,0.2
2018,10-El Paso,18-64 with Disability,African American,Unknown,1,1,1
2018,10-El Paso,18-64 with Disability,Anglo,Female,120,19,0.1583
2018,10-El Paso,18-64 with Disability,Anglo,Male,110,19,0.1727
2018,10-El Paso,18-64 with Disability,Anglo,Unknown,4,1,0.25
2018,10-El Paso,18-64 with Disability,Asian,Female,6,1,0.1667
2018,10-El Paso,18-64 with Disability,Asian,Male,2,0,0
2018,Out of State,18-64 with Disability,Anglo,Male,3,0,0
2018,10-El Paso,18-64 with Disability,Hispanic,Female,362,43,0.1188
2018,10-El Paso,18-64 with Disability,Hispanic,Male,330,32,0.097
2018,10-El Paso,18-64 with Disability,Hispanic,Unknown,10,1,0.1
2018,10-El Paso,18-64 with Disability,Other,Female,79,11,0.1392
2018,10-El Paso,18-64 with Disability,Other,Male,69,11,0.1594
2018,10-El Paso,18-64 with Disability,Other,Unknown,4,0,0
2018,10-El Paso,65 and Older,African American,Female,23,7,0.3043
2018,10-El Paso,65 and Older,African American,Male,20,4,0.2
2018,10-El Paso,65 and Older,Anglo,Female,263,57,0.2167
2018,10-El Paso,65 and Older,Anglo,Male,202,35,0.1733
2018,10-El Paso,65 and Older,Anglo,Unknown,5,1,0.2
2018,10-El Paso,65 and Older,Asian,Female,16,3,0.1875
2018,10-El Paso,65 and Older,Asian,Male,2,0,0
2018,10-El Paso,65 and Older,Asian,Unknown,1,0,0
2018,10-El Paso,65 and Older,Hispanic,Female,954,123,0.1289
2018,10-El Paso,65 and Older,Hispanic,Male,599,71,0.1185
2018,10-El Paso,65 and Older,Hispanic,Unknown,22,4,0.1818
2018,10-El Paso,65 and Older,Native American,Male,1,0,0
2018,10-El Paso,65 and Older,Other,Female,195,27,0.1385
2018,10-El Paso,65 and Older,Other,Male,123,16,0.1301
2018,10-El Paso,65 and Older,Other,Unknown,12,1,0.0833
2018,10-El Paso,Under 18,Other,Female,2,0,0
2018,11-Edinburg,18-64 with Disability,African American,Female,30,5,0.1667
2018,11-Edinburg,18-64 with Disability,African American,Male,40,5,0.125
2018,11-Edinburg,18-64 with Disability,African American,Unknown,1,0,0
2018,11-Edinburg,18-64 with Disability,Anglo,Female,312,71,0.2276
2018,11-Edinburg,18-64 with Disability,Anglo,Male,260,48,0.1846
2018,11-Edinburg,18-64 with Disability,Anglo,Unknown,7,1,0.1429
2018,11-Edinburg,18-64 with Disability,Asian,Female,1,0,0
2018,11-Edinburg,18-64 with Disability,Asian,Male,3,0,0
2018,11-Edinburg,18-64 with Disability,Asian,Unknown,1,0,0
2018,11-Edinburg,18-64 with Disability,Hispanic,Female,1047,151,0.1442
2018,11-Edinburg,18-64 with Disability,Hispanic,Male,990,156,0.1576
2018,11-Edinburg,18-64 with Disability,Hispanic,Unknown,25,4,0.16
2018,11-Edinburg,18-64 with Disability,Native American,Female,2,1,0.5
2018,11-Edinburg,18-64 with Disability,Other,Female,206,37,0.1796
2018,11-Edinburg,18-64 with Disability,Other,Male,143,33,0.2308
2018,11-Edinburg,18-64 with Disability,Other,Unknown,14,3,0.2143
2018,11-Edinburg,65 and Older,African American,Female,38,12,0.3158
2018,11-Edinburg,65 and Older,African American,Male,30,5,0.1667
2018,11-Edinburg,65 and Older,African American,Unknown,2,1,0.5
2018,11-Edinburg,65 and Older,Anglo,Female,576,116,0.2014
2018,11-Edinburg,65 and Older,Anglo,Male,525,118,0.2248
2018,11-Edinburg,65 and Older,Anglo,Unknown,17,6,0.3529
2018,11-Edinburg,65 and Older,Asian,Female,11,1,0.0909
2018,11-Edinburg,65 and Older,Asian,Male,6,1,0.1667
2018,11-Edinburg,65 and Older,Asian,Unknown,1,0,0
2018,11-Edinburg,65 and Older,Hispanic,Female,1974,285,0.1444
2018,11-Edinburg,65 and Older,Hispanic,Male,1329,207,0.1558
2018,11-Edinburg,65 and Older,Hispanic,Unknown,44,16,0.3636
2018,11-Edinburg,65 and Older,Native American,Female,2,1,0.5
2018,11-Edinburg,65 and Older,Native American,Male,1,1,1
2018,11-Edinburg,65 and Older,Other,Female,365,56,0.1534
2018,11-Edinburg,65 and Older,Other,Male,260,33,0.1269
2018,11-Edinburg,65 and Older,Other,Unknown,26,1,0.0385
2018,11-Edinburg,Under 18,Hispanic,Male,1,0,0
2018,11-Edinburg,Unknown,Hispanic,Male,1,0,0
2018,Out of State,18-64 with Disability,Anglo,Female,1,0,0
2018,Out of State,18-64 with Disability,Hispanic,Female,1,0,0
2018,Out of State,18-64 with Disability,Hispanic,Male,3,1,0.3333
2018,Out of State,18-64 with Disability,Other,Female,1,0,0
2018,Out of State,65 and Older,African American,Female,2,1,0.5
2018,Out of State,65 and Older,African American,Male,1,1,1
2018,Out of State,65 and Older,Anglo,Female,7,2,0.2857
2018,Out of State,65 and Older,Anglo,Male,4,1,0.25
2018,Out of State,65 and Older,Asian,Female,1,0,0
2018,Out of State,65 and Older,Asian,Male,1,0,0
2018,Out of State,65 and Older,Hispanic,Female,1,1,1
2018,Out of State,65 and Older,Hispanic,Male,3,0,0
2018,Out of State,65 and Older,Other,Female,1,0,0
2018,Out of State,65 and Older,Other,Male,1,0,0
2018,None Specified,65 and Older,Anglo,Male,1,0,0
2017,1-Lubbock,18-64 with Disability,African American,Female,252,56,0.2222
2017,1-Lubbock,18-64 with Disability,African American,Male,183,51,0.2787
2017,1-Lubbock,18-64 with Disability,African American,Unknown,7,1,0.1429
2017,1-Lubbock,18-64 with Disability,Anglo,Female,562,112,0.1993
2017,1-Lubbock,18-64 with Disability,Anglo,Male,401,63,0.1571
2017,1-Lubbock,18-64 with Disability,Anglo,Unknown,10,3,0.3
2017,1-Lubbock,18-64 with Disability,Asian,Female,8,1,0.125
2017,1-Lubbock,18-64 with Disability,Hispanic,Female,296,56,0.1892
2017,1-Lubbock,18-64 with Disability,Hispanic,Male,249,29,0.1165
2017,1-Lubbock,18-64 with Disability,Hispanic,Unknown,6,2,0.3333
2017,1-Lubbock,18-64 with Disability,Native American,Female,3,0,0
2017,1-Lubbock,18-64 with Disability,Native American,Male,2,0,0
2017,1-Lubbock,18-64 with Disability,Native American,Unknown,1,0,0
2017,1-Lubbock,18-64 with Disability,Other,Female,173,49,0.2832
2017,1-Lubbock,18-64 with Disability,Other,Male,119,22,0.1849
2017,1-Lubbock,18-64 with Disability,Other,Unknown,9,0,0
2017,1-Lubbock,65 and Older,African American,Female,185,60,0.3243
2017,1-Lubbock,65 and Older,African American,Male,117,35,0.2991
2017,1-Lubbock,65 and Older,African American,Unknown,3,1,0.3333
2017,1-Lubbock,65 and Older,Anglo,Female,781,158,0.2023
2017,1-Lubbock,65 and Older,Anglo,Male,583,119,0.2041
2017,1-Lubbock,65 and Older,Anglo,Unknown,31,10,0.3226
2017,1-Lubbock,65 and Older,Asian,Female,6,2,0.3333
2017,1-Lubbock,65 and Older,Asian,Male,4,1,0.25
2017,1-Lubbock,65 and Older,Hispanic,Female,431,71,0.1647
2017,1-Lubbock,65 and Older,Hispanic,Male,291,45,0.1546
2017,1-Lubbock,65 and Older,Hispanic,Unknown,9,3,0.3333
2017,1-Lubbock,65 and Older,Native American,Female,3,1,0.3333
2017,1-Lubbock,65 and Older,Other,Female,172,37,0.2151
2017,1-Lubbock,65 and Older,Other,Male,120,24,0.2
2017,1-Lubbock,65 and Older,Other,Unknown,8,0,0
2017,1-Lubbock,Under 18,African American,Male,1,0,0
2017,1-Lubbock,Under 18,Asian,Female,1,0,0
2017,1-Lubbock,Under 18,Other,Male,1,0,0
2017,1-Lubbock,Unknown,Hispanic,Female,1,1,1
2017,1-Lubbock,Unknown,Hispanic,Male,1,0,0
2017,2-Abilene,18-64 with Disability,African American,Female,151,33,0.2185
2017,2-Abilene,18-64 with Disability,African American,Male,110,20,0.1818
2017,2-Abilene,18-64 with Disability,African American,Unknown,1,0,0
2017,2-Abilene,18-64 with Disability,Anglo,Female,715,134,0.1874
2017,2-Abilene,18-64 with Disability,Anglo,Male,566,94,0.1661
2017,2-Abilene,18-64 with Disability,Anglo,Unknown,19,4,0.2105
2017,2-Abilene,18-64 with Disability,Asian,Female,1,0,0
2017,2-Abilene,18-64 with Disability,Hispanic,Female,127,19,0.1496
2017,2-Abilene,18-64 with Disability,Hispanic,Male,146,16,0.1096
2017,2-Abilene,18-64 with Disability,Hispanic,Unknown,2,2,1
2017,2-Abilene,18-64 with Disability,Native American,Female,1,1,1
2017,2-Abilene,18-64 with Disability,Native American,Male,9,4,0.4444
2017,2-Abilene,18-64 with Disability,Other,Female,187,48,0.2567
2017,2-Abilene,18-64 with Disability,Other,Male,131,31,0.2366
2017,2-Abilene,18-64 with Disability,Other,Unknown,5,0,0
2017,2-Abilene,65 and Older,African American,Female,119,31,0.2605
2017,2-Abilene,65 and Older,African American,Male,67,19,0.2836
2017,2-Abilene,65 and Older,African American,Unknown,3,2,0.6667
2017,2-Abilene,65 and Older,Anglo,Female,1095,218,0.1991
2017,2-Abilene,65 and Older,Anglo,Male,699,148,0.2117
2017,2-Abilene,65 and Older,Anglo,Unknown,36,17,0.4722
2017,2-Abilene,65 and Older,Asian,Female,7,1,0.1429
2017,2-Abilene,65 and Older,Hispanic,Female,168,33,0.1964
2017,2-Abilene,65 and Older,Hispanic,Male,122,27,0.2213
2017,2-Abilene,65 and Older,Hispanic,Unknown,3,1,0.3333
2017,2-Abilene,65 and Older,Native American,Female,4,3,0.75
2017,2-Abilene,65 and Older,Native American,Male,1,0,0
2017,2-Abilene,65 and Older,Other,Female,226,47,0.208
2017,2-Abilene,65 and Older,Other,Male,105,28,0.2667
2017,2-Abilene,65 and Older,Other,Unknown,9,1,0.1111
2017,3-Arlington,18-64 with Disability,African American,Female,1047,125,0.1194
2017,3-Arlington,18-64 with Disability,African American,Male,828,86,0.1039
2017,3-Arlington,18-64 with Disability,African American,Unknown,28,4,0.1429
2017,3-Arlington,18-64 with Disability,Anglo,Female,2072,266,0.1284
2017,3-Arlington,18-64 with Disability,Anglo,Male,1645,189,0.1149
2017,3-Arlington,18-64 with Disability,Anglo,Unknown,60,15,0.25
2017,3-Arlington,18-64 with Disability,Asian,Female,28,0,0
2017,3-Arlington,18-64 with Disability,Asian,Male,28,1,0.0357
2017,3-Arlington,18-64 with Disability,Asian,Unknown,2,0,0
2017,3-Arlington,18-64 with Disability,Hispanic,Female,348,46,0.1322
2017,3-Arlington,18-64 with Disability,Hispanic,Male,296,27,0.0912
2017,3-Arlington,18-64 with Disability,Hispanic,Unknown,18,1,0.0556
2017,3-Arlington,18-64 with Disability,Native American,Female,14,3,0.2143
2017,3-Arlington,18-64 with Disability,Native American,Male,13,1,0.0769
2017,3-Arlington,18-64 with Disability,Other,Female,577,91,0.1577
2017,3-Arlington,18-64 with Disability,Other,Male,376,50,0.133
2017,3-Arlington,18-64 with Disability,Other,Unknown,45,7,0.1556
2017,3-Arlington,65 and Older,African American,Female,1319,204,0.1547
2017,3-Arlington,65 and Older,African American,Male,763,120,0.1573
2017,3-Arlington,65 and Older,African American,Unknown,36,12,0.3333
2017,3-Arlington,65 and Older,Anglo,Female,4218,691,0.1638
2017,3-Arlington,65 and Older,Anglo,Male,2587,427,0.1651
2017,3-Arlington,65 and Older,Anglo,Unknown,109,19,0.1743
2017,3-Arlington,65 and Older,Asian,Female,72,11,0.1528
2017,3-Arlington,65 and Older,Asian,Male,52,4,0.0769
2017,3-Arlington,65 and Older,Asian,Unknown,3,1,0.3333
2017,3-Arlington,65 and Older,Hispanic,Female,530,87,0.1642
2017,3-Arlington,65 and Older,Hispanic,Male,368,41,0.1114
2017,3-Arlington,65 and Older,Hispanic,Unknown,11,1,0.0909
2017,3-Arlington,65 and Older,Native American,Female,17,1,0.0588
2017,3-Arlington,65 and Older,Native American,Male,13,0,0
2017,3-Arlington,65 and Older,Other,Female,1122,173,0.1542
2017,3-Arlington,65 and Older,Other,Male,631,83,0.1315
2017,3-Arlington,65 and Older,Other,Unknown,114,7,0.0614
2017,3-Arlington,Under 18,African American,Female,1,0,0
2017,3-Arlington,Under 18,African American,Male,2,0,0
2017,3-Arlington,Unknown,Anglo,Male,2,0,0
2017,3-Arlington,Unknown,Other,Female,1,0,0
2017,3-Arlington,Unknown,Other,Male,2,0,0
2017,4-Tyler,18-64 with Disability,African American,Female,284,51,0.1796
2017,4-Tyler,18-64 with Disability,African American,Male,213,24,0.1127
2017,4-Tyler,18-64 with Disability,African American,Unknown,3,1,0.3333
2017,4-Tyler,18-64 with Disability,Anglo,Female,728,98,0.1346
2017,4-Tyler,18-64 with Disability,Anglo,Male,508,59,0.1161
2017,4-Tyler,18-64 with Disability,Anglo,Unknown,18,4,0.2222
2017,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2017,4-Tyler,18-64 with Disability,Hispanic,Female,49,7,0.1429
2017,4-Tyler,18-64 with Disability,Hispanic,Male,36,4,0.1111
2017,4-Tyler,18-64 with Disability,Hispanic,Unknown,1,0,0
2017,4-Tyler,18-64 with Disability,Native American,Female,3,0,0
2017,4-Tyler,18-64 with Disability,Native American,Male,4,0,0
2017,4-Tyler,18-64 with Disability,Other,Female,136,21,0.1544
2017,4-Tyler,18-64 with Disability,Other,Male,91,15,0.1648
2017,4-Tyler,18-64 with Disability,Other,Unknown,9,3,0.3333
2017,4-Tyler,65 and Older,African American,Female,362,61,0.1685
2017,4-Tyler,65 and Older,African American,Male,203,22,0.1084
2017,4-Tyler,65 and Older,African American,Unknown,9,0,0
2017,4-Tyler,65 and Older,Anglo,Female,1276,187,0.1466
2017,4-Tyler,65 and Older,Anglo,Male,796,135,0.1696
2017,4-Tyler,65 and Older,Anglo,Unknown,36,9,0.25
2017,4-Tyler,65 and Older,Asian,Female,2,1,0.5
2017,4-Tyler,65 and Older,Asian,Male,3,0,0
2017,4-Tyler,65 and Older,Hispanic,Female,24,3,0.125
2017,4-Tyler,65 and Older,Hispanic,Male,29,2,0.069
2017,4-Tyler,65 and Older,Hispanic,Unknown,1,0,0
2017,4-Tyler,65 and Older,Native American,Female,1,0,0
2017,4-Tyler,65 and Older,Other,Female,203,31,0.1527
2017,4-Tyler,65 and Older,Other,Male,121,22,0.1818
2017,4-Tyler,65 and Older,Other,Unknown,17,2,0.1176
2017,4-Tyler,Unknown,Anglo,Male,2,0,0
2017,5-Beaumont,18-64 with Disability,African American,Female,302,46,0.1523
2017,5-Beaumont,18-64 with Disability,African American,Male,255,29,0.1137
2017,5-Beaumont,18-64 with Disability,African American,Unknown,10,3,0.3
2017,5-Beaumont,18-64 with Disability,Anglo,Female,537,91,0.1695
2017,5-Beaumont,18-64 with Disability,Anglo,Male,401,49,0.1222
2017,5-Beaumont,18-64 with Disability,Anglo,Unknown,13,5,0.3846
2017,5-Beaumont,18-64 with Disability,Hispanic,Female,37,5,0.1351
2017,5-Beaumont,18-64 with Disability,Hispanic,Male,20,2,0.1
2017,5-Beaumont,18-64 with Disability,Native American,Male,3,1,0.3333
2017,5-Beaumont,18-64 with Disability,Other,Female,160,33,0.2063
2017,5-Beaumont,18-64 with Disability,Other,Male,102,12,0.1176
2017,5-Beaumont,18-64 with Disability,Other,Unknown,5,0,0
2017,5-Beaumont,65 and Older,African American,Female,381,64,0.168
2017,5-Beaumont,65 and Older,African American,Male,238,44,0.1849
2017,5-Beaumont,65 and Older,African American,Unknown,4,2,0.5
2017,5-Beaumont,65 and Older,Anglo,Female,850,134,0.1576
2017,5-Beaumont,65 and Older,Anglo,Male,574,86,0.1498
2017,5-Beaumont,65 and Older,Anglo,Unknown,16,5,0.3125
2017,5-Beaumont,65 and Older,Asian,Female,4,1,0.25
2017,5-Beaumont,65 and Older,Asian,Male,1,0,0
2017,5-Beaumont,65 and Older,Hispanic,Female,31,5,0.1613
2017,5-Beaumont,65 and Older,Hispanic,Male,22,2,0.0909
2017,5-Beaumont,65 and Older,Hispanic,Unknown,2,1,0.5
2017,5-Beaumont,65 and Older,Native American,Female,2,0,0
2017,5-Beaumont,65 and Older,Native American,Male,3,1,0.3333
2017,5-Beaumont,65 and Older,Other,Female,275,43,0.1564
2017,5-Beaumont,65 and Older,Other,Male,140,26,0.1857
2017,5-Beaumont,65 and Older,Other,Unknown,15,3,0.2
2017,5-Beaumont,Unknown,African American,Male,1,0,0
2017,5-Beaumont,Unknown,Other,Female,1,0,0
2017,6-Houston,18-64 with Disability,African American,Female,1362,203,0.149
2017,6-Houston,18-64 with Disability,African American,Male,1069,126,0.1179
2017,6-Houston,18-64 with Disability,African American,Unknown,34,12,0.3529
2017,6-Houston,18-64 with Disability,Anglo,Female,1431,247,0.1726
2017,6-Houston,18-64 with Disability,Anglo,Male,1110,177,0.1595
2017,6-Houston,18-64 with Disability,Anglo,Unknown,33,8,0.2424
2017,6-Houston,18-64 with Disability,Asian,Female,39,5,0.1282
2017,6-Houston,18-64 with Disability,Asian,Male,45,6,0.1333
2017,6-Houston,18-64 with Disability,Asian,Unknown,2,0,0
2017,6-Houston,18-64 with Disability,Hispanic,Female,490,78,0.1592
2017,6-Houston,18-64 with Disability,Hispanic,Male,424,59,0.1392
2017,6-Houston,18-64 with Disability,Hispanic,Unknown,16,8,0.5
2017,6-Houston,18-64 with Disability,Native American,Female,7,2,0.2857
